order_id,date,time,pizza_name,category,size,quantity,price,total_revenue
68,2015-01-01,22:07:32,"The Italian Supreme Pizza",Supreme,L,1,20.75,20.75
68,2015-01-01,22:07:32,"The Classic Deluxe Pizza",Classic,M,1,16,16
69,2015-01-01,22:12:13,"The Barbecue Chicken Pizza",Chicken,L,1,20.75,20.75
70,2015-01-02,11:38:51,"The Soppressata Pizza",Supreme,L,1,20.75,20.75
70,2015-01-02,11:38:51,"The Italian Vegetables Pizza",Veggie,S,1,12.75,12.75
71,2015-01-02,11:40:50,"The Thai Chicken Pizza",Chicken,L,1,20.75,20.75
72,2015-01-02,11:57:25,"The Spinach and Feta Pizza",Veggie,L,1,20.25,20.25
73,2015-01-02,11:58:56,"The Thai Chicken Pizza",Chicken,S,1,12.75,12.75
74,2015-01-02,12:01:12,"The Spinach Supreme Pizza",Supreme,L,1,20.75,20.75
74,2015-01-02,12:01:12,"The Spinach Pesto Pizza",Veggie,S,1,12.5,12.5
74,2015-01-02,12:01:12,"The Mexicana Pizza",Veggie,L,1,20.25,20.25
74,2015-01-02,12:01:12,"The Five Cheese Pizza",Veggie,L,1,18.5,18.5
75,2015-01-02,12:10:15,"The Napolitana Pizza",Classic,L,1,20.5,20.5
75,2015-01-02,12:10:15,"The Mediterranean Pizza",Veggie,L,1,20.25,20.25
75,2015-01-02,12:10:15,"The Italian Supreme Pizza",Supreme,S,1,12.5,12.5
76,2015-01-02,12:21:17,"The Spicy Italian Pizza",Supreme,L,1,20.75,20.75
76,2015-01-02,12:21:17,"The Italian Vegetables Pizza",Veggie,L,1,21,21
76,2015-01-02,12:21:17,"The Hawaiian Pizza",Classic,L,1,16.5,16.5
76,2015-01-02,12:21:17,"The Big Meat Pizza",Classic,S,1,12,12
77,2015-01-02,12:22:46,"The Hawaiian Pizza",Classic,M,1,13.25,13.25
77,2015-01-02,12:22:46,"The Barbecue Chicken Pizza",Chicken,M,1,16.75,16.75
78,2015-01-02,12:28:14,"The Thai Chicken Pizza",Chicken,S,1,12.75,12.75
78,2015-01-02,12:28:14,"The Spicy Italian Pizza",Supreme,L,3,20.75,62.25
78,2015-01-02,12:28:14,"The Italian Capocollo Pizza",Classic,M,1,16,16
78,2015-01-02,12:28:14,"The Four Cheese Pizza",Veggie,L,1,17.95,17.95
78,2015-01-02,12:28:14,"The Classic Deluxe Pizza",Classic,S,1,12,12
78,2015-01-02,12:28:14,"The Big Meat Pizza",Classic,S,1,12,12
79,2015-01-02,12:29:11,"The Thai Chicken Pizza",Chicken,L,1,20.75,20.75
79,2015-01-02,12:29:11,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,S,1,11,11
79,2015-01-02,12:29:11,"The Italian Capocollo Pizza",Classic,L,1,20.5,20.5
80,2015-01-02,12:35:38,"The Thai Chicken Pizza",Chicken,M,1,16.75,16.75
80,2015-01-02,12:35:38,"The Pepperoni Pizza",Classic,S,1,9.75,9.75
81,2015-01-02,12:40:01,"The Thai Chicken Pizza",Chicken,L,1,20.75,20.75
82,2015-01-02,12:45:51,"The Vegetables + Vegetables Pizza",Veggie,M,1,16,16
82,2015-01-02,12:45:51,"The Spicy Italian Pizza",Supreme,L,1,20.75,20.75
82,2015-01-02,12:45:51,"The California Chicken Pizza",Chicken,M,1,16.75,16.75
82,2015-01-02,12:45:51,"The Big Meat Pizza",Classic,S,1,12,12
83,2015-01-02,12:53:27,"The Southwest Chicken Pizza",Chicken,S,1,12.75,12.75
84,2015-01-02,13:13:41,"The Pepperoni Pizza",Classic,L,1,15.25,15.25
85,2015-01-02,13:34:49,"The Greek Pizza",Classic,M,1,16,16
85,2015-01-02,13:34:49,"The Italian Supreme Pizza",Supreme,L,1,20.75,20.75
85,2015-01-02,13:34:49,"The Classic Deluxe Pizza",Classic,S,1,12,12
85,2015-01-02,13:34:49,"The Classic Deluxe Pizza",Classic,M,1,16,16
86,2015-01-02,13:40:31,"The Hawaiian Pizza",Classic,L,1,16.5,16.5
87,2015-01-02,14:01:02,"The Spinach Supreme Pizza",Supreme,S,1,12.5,12.5
87,2015-01-02,14:01:02,"The Spinach Supreme Pizza",Supreme,L,1,20.75,20.75
87,2015-01-02,14:01:02,"The Mexicana Pizza",Veggie,M,1,16,16
87,2015-01-02,14:01:02,"The Italian Capocollo Pizza",Classic,M,1,16,16
88,2015-01-02,14:10:08,"The Five Cheese Pizza",Veggie,L,1,18.5,18.5
89,2015-01-02,14:30:19,"The Thai Chicken Pizza",Chicken,L,1,20.75,20.75
89,2015-01-02,14:30:19,"The Soppressata Pizza",Supreme,L,1,20.75,20.75
90,2015-01-02,15:08:48,"The Thai Chicken Pizza",Chicken,S,1,12.75,12.75
90,2015-01-02,15:08:48,"The Sicilian Pizza",Supreme,L,1,20.25,20.25
91,2015-01-02,15:14:43,"The Pepperoni Pizza",Classic,S,1,9.75,9.75
91,2015-01-02,15:14:43,"The Chicken Pesto Pizza",Chicken,S,1,12.75,12.75
91,2015-01-02,15:14:43,"The Barbecue Chicken Pizza",Chicken,L,2,20.75,41.5
92,2015-01-02,15:17:02,"The Greek Pizza",Classic,M,2,16,32
92,2015-01-02,15:17:02,"The Spinach Supreme Pizza",Supreme,S,1,12.5,12.5
92,2015-01-02,15:17:02,"The Spinach and Feta Pizza",Veggie,S,1,12,12
92,2015-01-02,15:17:02,"The Pepper Salami Pizza",Supreme,M,1,16.5,16.5
92,2015-01-02,15:17:02,"The Pepperoni Pizza",Classic,M,1,12.5,12.5
92,2015-01-02,15:17:02,"The Italian Vegetables Pizza",Veggie,S,1,12.75,12.75
92,2015-01-02,15:17:02,"The Italian Supreme Pizza",Supreme,M,1,16.5,16.5
92,2015-01-02,15:17:02,"The Italian Supreme Pizza",Supreme,L,1,20.75,20.75
92,2015-01-02,15:17:02,"The Barbecue Chicken Pizza",Chicken,M,1,16.75,16.75
93,2015-01-02,15:29:31,"The Sicilian Pizza",Supreme,M,1,16.25,16.25
94,2015-01-02,16:17:16,"The Southwest Chicken Pizza",Chicken,S,1,12.75,12.75
94,2015-01-02,16:17:16,"The Italian Capocollo Pizza",Classic,M,1,16,16
95,2015-01-02,16:18:04,"The Pepper Salami Pizza",Supreme,L,1,20.75,20.75
95,2015-01-02,16:18:04,"The Napolitana Pizza",Classic,S,1,12,12
96,2015-01-02,16:21:20,"The Napolitana Pizza",Classic,S,1,12,12
97,2015-01-02,16:45:33,"The Big Meat Pizza",Classic,S,1,12,12
98,2015-01-02,17:18:18,"The Napolitana Pizza",Classic,L,1,20.5,20.5
98,2015-01-02,17:18:18,"The Classic Deluxe Pizza",Classic,L,1,20.5,20.5
99,2015-01-02,17:45:42,"The Italian Supreme Pizza",Supreme,L,1,20.75,20.75
100,2015-01-02,17:46:17,"The Hawaiian Pizza",Classic,L,1,16.5,16.5
101,2015-01-02,17:51:33,"The Spicy Italian Pizza",Supreme,M,1,16.5,16.5
101,2015-01-02,17:51:33,"The Soppressata Pizza",Supreme,L,1,20.75,20.75
101,2015-01-02,17:51:33,"The Pepperoni Pizza",Classic,L,1,15.25,15.25
101,2015-01-02,17:51:33,"The California Chicken Pizza",Chicken,L,1,20.75,20.75
102,2015-01-02,17:54:04,"The Prosciutto and Arugula Pizza",Supreme,S,1,12.5,12.5
102,2015-01-02,17:54:04,"The Barbecue Chicken Pizza",Chicken,S,1,12.75,12.75
103,2015-01-02,18:02:09,"The Spinach Supreme Pizza",Supreme,S,1,12.5,12.5
104,2015-01-02,18:02:12,"The Vegetables + Vegetables Pizza",Veggie,L,1,20.25,20.25
104,2015-01-02,18:02:12,"The Italian Vegetables Pizza",Veggie,M,1,16.75,16.75
104,2015-01-02,18:02:12,"The Chicken Alfredo Pizza",Chicken,M,1,16.75,16.75
104,2015-01-02,18:02:12,"The Barbecue Chicken Pizza",Chicken,M,1,16.75,16.75
105,2015-01-02,18:12:01,"The Prosciutto and Arugula Pizza",Supreme,M,1,16.5,16.5
105,2015-01-02,18:12:01,"The Pepperoni Pizza",Classic,L,1,15.25,15.25
105,2015-01-02,18:12:01,"The Hawaiian Pizza",Classic,S,2,10.5,21
106,2015-01-02,18:12:13,"The Spicy Italian Pizza",Supreme,L,1,20.75,20.75
106,2015-01-02,18:12:13,"The Mexicana Pizza",Veggie,L,1,20.25,20.25
107,2015-01-02,18:25:09,"The Vegetables + Vegetables Pizza",Veggie,L,1,20.25,20.25
107,2015-01-02,18:25:09,"The Spicy Italian Pizza",Supreme,L,1,20.75,20.75
107,2015-01-02,18:25:09,"The Italian Supreme Pizza",Supreme,M,1,16.5,16.5
107,2015-01-02,18:25:09,"The California Chicken Pizza",Chicken,L,1,20.75,20.75
108,2015-01-02,18:25:25,"The Spinach Supreme Pizza",Supreme,L,1,20.75,20.75
108,2015-01-02,18:25:25,"The Hawaiian Pizza",Classic,L,1,16.5,16.5
108,2015-01-02,18:25:25,"The Classic Deluxe Pizza",Classic,L,1,20.5,20.5
109,2015-01-02,18:27:50,"The Prosciutto and Arugula Pizza",Supreme,L,1,20.75,20.75
109,2015-01-02,18:27:50,"The Pepperoni Pizza",Classic,M,1,12.5,12.5
109,2015-01-02,18:27:50,"The Italian Supreme Pizza",Supreme,L,1,20.75,20.75
109,2015-01-02,18:27:50,"The Italian Capocollo Pizza",Classic,L,1,20.5,20.5
110,2015-01-02,18:36:19,"The Spicy Italian Pizza",Supreme,S,1,12.5,12.5
110,2015-01-02,18:36:19,"The Soppressata Pizza",Supreme,L,1,20.75,20.75
110,2015-01-02,18:36:19,"The Napolitana Pizza",Classic,L,1,20.5,20.5
110,2015-01-02,18:36:19,"The Big Meat Pizza",Classic,S,1,12,12
111,2015-01-02,18:38:01,"The Spinach Pesto Pizza",Veggie,L,1,20.75,20.75
111,2015-01-02,18:38:01,"The Pepperoni Pizza",Classic,M,1,12.5,12.5
111,2015-01-02,18:38:01,"The Five Cheese Pizza",Veggie,L,1,18.5,18.5
111,2015-01-02,18:38:01,"The California Chicken Pizza",Chicken,M,1,16.75,16.75
112,2015-01-02,18:41:40,"The Pepperoni Pizza",Classic,S,1,9.75,9.75
113,2015-01-02,18:50:21,"The Southwest Chicken Pizza",Chicken,M,1,16.75,16.75
113,2015-01-02,18:50:21,"The Mexicana Pizza",Veggie,L,1,20.25,20.25
113,2015-01-02,18:50:21,"The California Chicken Pizza",Chicken,L,1,20.75,20.75
114,2015-01-02,18:59:32,"The Sicilian Pizza",Supreme,S,1,12.25,12.25
114,2015-01-02,18:59:32,"The Pepperoni Pizza",Classic,L,1,15.25,15.25
115,2015-01-02,19:05:17,"The Thai Chicken Pizza",Chicken,M,1,16.75,16.75
115,2015-01-02,19:05:17,"The Napolitana Pizza",Classic,L,1,20.5,20.5
115,2015-01-02,19:05:17,"The Big Meat Pizza",Classic,S,1,12,12
116,2015-01-02,19:18:49,"The Five Cheese Pizza",Veggie,L,1,18.5,18.5
117,2015-01-02,19:23:02,"The Sicilian Pizza",Supreme,L,1,20.25,20.25
117,2015-01-02,19:23:02,"The Pepper Salami Pizza",Supreme,M,1,16.5,16.5
118,2015-01-02,19:26:59,"The Spinach and Feta Pizza",Veggie,S,1,12,12
118,2015-01-02,19:26:59,"The Prosciutto and Arugula Pizza",Supreme,L,1,20.75,20.75
119,2015-01-02,19:32:29,"The Four Cheese Pizza",Veggie,M,1,14.75,14.75
120,2015-01-02,19:35:07,"The Spinach and Feta Pizza",Veggie,L,1,20.25,20.25
120,2015-01-02,19:35:07,"The Hawaiian Pizza",Classic,S,1,10.5,10.5
120,2015-01-02,19:35:07,"The Classic Deluxe Pizza",Classic,S,1,12,12
121,2015-01-02,19:38:48,"The Southwest Chicken Pizza",Chicken,L,1,20.75,20.75
121,2015-01-02,19:38:48,"The Sicilian Pizza",Supreme,L,1,20.25,20.25
121,2015-01-02,19:38:48,"The Four Cheese Pizza",Veggie,L,1,17.95,17.95
121,2015-01-02,19:38:48,"The Barbecue Chicken Pizza",Chicken,M,1,16.75,16.75
122,2015-01-02,19:50:19,"The Italian Supreme Pizza",Supreme,M,1,16.5,16.5
123,2015-01-02,20:12:09,"The Italian Capocollo Pizza",Classic,S,1,12,12
124,2015-01-02,20:12:34,"The Greek Pizza",Classic,S,1,12,12
124,2015-01-02,20:12:34,"The Spicy Italian Pizza",Supreme,L,1,20.75,20.75
124,2015-01-02,20:12:34,"The Sicilian Pizza",Supreme,L,1,20.25,20.25
124,2015-01-02,20:12:34,"The Barbecue Chicken Pizza",Chicken,S,1,12.75,12.75
125,2015-01-02,20:31:06,"The Greek Pizza",Classic,XL,1,25.5,25.5
126,2015-01-02,20:53:42,"The Vegetables + Vegetables Pizza",Veggie,L,1,20.25,20.25
127,2015-01-02,20:58:23,"The Pepperoni Pizza",Classic,M,1,12.5,12.5
128,2015-01-02,21:05:06,"The Spicy Italian Pizza",Supreme,S,1,12.5,12.5
129,2015-01-02,21:13:02,"The Greek Pizza",Classic,M,1,16,16
129,2015-01-02,21:13:02,"The Big Meat Pizza",Classic,S,1,12,12
130,2015-01-02,21:14:55,"The Southwest Chicken Pizza",Chicken,S,1,12.75,12.75
130,2015-01-02,21:14:55,"The Mexicana Pizza",Veggie,M,1,16,16
130,2015-01-02,21:14:55,"The Italian Capocollo Pizza",Classic,L,1,20.5,20.5
130,2015-01-02,21:14:55,"The Hawaiian Pizza",Classic,S,1,10.5,10.5
131,2015-01-02,21:33:10,"The Spinach Supreme Pizza",Supreme,S,1,12.5,12.5
131,2015-01-02,21:33:10,"The Green Garden Pizza",Veggie,S,1,12,12
131,2015-01-02,21:33:10,"The Five Cheese Pizza",Veggie,L,1,18.5,18.5
